emoji,text_name,unicode
👨🏼‍❤‍👨🏾,"couple with heart: man, man, medium-light skin tone, medium-dark skin tone People & Body",1F468 1F3FC 200D 2764 200D 1F468 1F3FE
👨🏼‍❤️‍👨🏿,"couple with heart: man, man, medium-light skin tone, dark skin tone People & Body",1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FF
👨🏼‍❤‍👨🏿,"couple with heart: man, man, medium-light skin tone, dark skin tone People & Body",1F468 1F3FC 200D 2764 200D 1F468 1F3FF
👨🏽‍❤️‍👨🏻,"couple with heart: man, man, medium skin tone, light skin tone People & Body",1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FB
👨🏽‍❤‍👨🏻,"couple with heart: man, man, medium skin tone, light skin tone People & Body",1F468 1F3FD 200D 2764 200D 1F468 1F3FB
👨🏽‍❤️‍👨🏼,"couple with heart: man, man, medium skin tone, medium-light skin tone People & Body",1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FC
👨🏽‍❤‍👨🏼,"couple with heart: man, man, medium skin tone, medium-light skin tone People & Body",1F468 1F3FD 200D 2764 200D 1F468 1F3FC
👨🏽‍❤️‍👨🏽,"couple with heart: man, man, medium skin tone People & Body",1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FD
👨🏽‍❤‍👨🏽,"couple with heart: man, man, medium skin tone People & Body",1F468 1F3FD 200D 2764 200D 1F468 1F3FD
👨🏽‍❤️‍👨🏾,"couple with heart: man, man, medium skin tone, medium-dark skin tone People & Body",1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FE
👨🏽‍❤‍👨🏾,"couple with heart: man, man, medium skin tone, medium-dark skin tone People & Body",1F468 1F3FD 200D 2764 200D 1F468 1F3FE
👨🏽‍❤️‍👨🏿,"couple with heart: man, man, medium skin tone, dark skin tone People & Body",1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FF
👨🏽‍❤‍👨🏿,"couple with heart: man, man, medium skin tone, dark skin tone People & Body",1F468 1F3FD 200D 2764 200D 1F468 1F3FF
👨🏾‍❤️‍👨🏻,"couple with heart: man, man, medium-dark skin tone, light skin tone People & Body",1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FB
👨🏾‍❤‍👨🏻,"couple with heart: man, man, medium-dark skin tone, light skin tone People & Body",1F468 1F3FE 200D 2764 200D 1F468 1F3FB
👨🏾‍❤️‍👨🏼,"couple with heart: man, man, medium-dark skin tone, medium-light skin tone People & Body",1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FC
👨🏾‍❤‍👨🏼,"couple with heart: man, man, medium-dark skin tone, medium-light skin tone People & Body",1F468 1F3FE 200D 2764 200D 1F468 1F3FC
👨🏾‍❤️‍👨🏽,"couple with heart: man, man, medium-dark skin tone, medium skin tone People & Body",1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FD
👨🏾‍❤‍👨🏽,"couple with heart: man, man, medium-dark skin tone, medium skin tone People & Body",1F468 1F3FE 200D 2764 200D 1F468 1F3FD
👨🏾‍❤️‍👨🏾,"couple with heart: man, man, medium-dark skin tone People & Body",1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FE
👨🏾‍❤‍👨🏾,"couple with heart: man, man, medium-dark skin tone People & Body",1F468 1F3FE 200D 2764 200D 1F468 1F3FE
👨🏾‍❤️‍👨🏿,"couple with heart: man, man, medium-dark skin tone, dark skin tone People & Body",1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FF
👨🏾‍❤‍👨🏿,"couple with heart: man, man, medium-dark skin tone, dark skin tone People & Body",1F468 1F3FE 200D 2764 200D 1F468 1F3FF
👨🏿‍❤️‍👨🏻,"couple with heart: man, man, dark skin tone, light skin tone People & Body",1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FB
👨🏿‍❤‍👨🏻,"couple with heart: man, man, dark skin tone, light skin tone People & Body",1F468 1F3FF 200D 2764 200D 1F468 1F3FB
👨🏿‍❤️‍👨🏼,"couple with heart: man, man, dark skin tone, medium-light skin tone People & Body",1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FC
👨🏿‍❤‍👨🏼,"couple with heart: man, man, dark skin tone, medium-light skin tone People & Body",1F468 1F3FF 200D 2764 200D 1F468 1F3FC
👨🏿‍❤️‍👨🏽,"couple with heart: man, man, dark skin tone, medium skin tone People & Body",1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FD
👨🏿‍❤‍👨🏽,"couple with heart: man, man, dark skin tone, medium skin tone People & Body",1F468 1F3FF 200D 2764 200D 1F468 1F3FD
👨🏿‍❤️‍👨🏾,"couple with heart: man, man, dark skin tone, medium-dark skin tone People & Body",1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FE
👨🏿‍❤‍👨🏾,"couple with heart: man, man, dark skin tone, medium-dark skin tone People & Body",1F468 1F3FF 200D 2764 200D 1F468 1F3FE
👨🏿‍❤️‍👨🏿,"couple with heart: man, man, dark skin tone People & Body",1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF
👨🏿‍❤‍👨🏿,"couple with heart: man, man, dark skin tone People & Body",1F468 1F3FF 200D 2764 200D 1F468 1F3FF
👩‍❤️‍👩,"couple with heart: woman, woman People & Body",1F469 200D 2764 FE0F 200D 1F469
👩‍❤‍👩,"couple with heart: woman, woman People & Body",1F469 200D 2764 200D 1F469
👩🏻‍❤️‍👩🏻,"couple with heart: woman, woman, light skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FB
👩🏻‍❤‍👩🏻,"couple with heart: woman, woman, light skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F469 1F3FB
👩🏻‍❤️‍👩🏼,"couple with heart: woman, woman, light skin tone, medium-light skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FC
👩🏻‍❤‍👩🏼,"couple with heart: woman, woman, light skin tone, medium-light skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F469 1F3FC
👩🏻‍❤️‍👩🏽,"couple with heart: woman, woman, light skin tone, medium skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FD
👩🏻‍❤‍👩🏽,"couple with heart: woman, woman, light skin tone, medium skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F469 1F3FD
👩🏻‍❤️‍👩🏾,"couple with heart: woman, woman, light skin tone, medium-dark skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FE
👩🏻‍❤‍👩🏾,"couple with heart: woman, woman, light skin tone, medium-dark skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F469 1F3FE
👩🏻‍❤️‍👩🏿,"couple with heart: woman, woman, light skin tone, dark skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FF
👩🏻‍❤‍👩🏿,"couple with heart: woman, woman, light skin tone, dark skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F469 1F3FF
👩🏼‍❤️‍👩🏻,"couple with heart: woman, woman, medium-light skin tone, light skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FB
👩🏼‍❤‍👩🏻,"couple with heart: woman, woman, medium-light skin tone, light skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F469 1F3FB
👩🏼‍❤️‍👩🏼,"couple with heart: woman, woman, medium-light skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FC
👩🏼‍❤‍👩🏼,"couple with heart: woman, woman, medium-light skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F469 1F3FC
👩🏼‍❤️‍👩🏽,"couple with heart: woman, woman, medium-light skin tone, medium skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FD
👩🏼‍❤‍👩🏽,"couple with heart: woman, woman, medium-light skin tone, medium skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F469 1F3FD
👩🏼‍❤️‍👩🏾,"couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FE
👩🏼‍❤‍👩🏾,"couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F469 1F3FE
👩🏼‍❤️‍👩🏿,"couple with heart: woman, woman, medium-light skin tone, dark skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FF
👩🏼‍❤‍👩🏿,"couple with heart: woman, woman, medium-light skin tone, dark skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F469 1F3FF
👩🏽‍❤️‍👩🏻,"couple with heart: woman, woman, medium skin tone, light skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FB
👩🏽‍❤‍👩🏻,"couple with heart: woman, woman, medium skin tone, light skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F469 1F3FB
👩🏽‍❤️‍👩🏼,"couple with heart: woman, woman, medium skin tone, medium-light skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FC
👩🏽‍❤‍👩🏼,"couple with heart: woman, woman, medium skin tone, medium-light skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F469 1F3FC
👩🏽‍❤️‍👩🏽,"couple with heart: woman, woman, medium skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FD
👩🏽‍❤‍👩🏽,"couple with heart: woman, woman, medium skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F469 1F3FD
👩🏽‍❤️‍👩🏾,"couple with heart: woman, woman, medium skin tone, medium-dark skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FE
👩🏽‍❤‍👩🏾,"couple with heart: woman, woman, medium skin tone, medium-dark skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F469 1F3FE
👩🏽‍❤️‍👩🏿,"couple with heart: woman, woman, medium skin tone, dark skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FF
👩🏽‍❤‍👩🏿,"couple with heart: woman, woman, medium skin tone, dark skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F469 1F3FF
👩🏾‍❤️‍👩🏻,"couple with heart: woman, woman, medium-dark skin tone, light skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FB
👩🏾‍❤‍👩🏻,"couple with heart: woman, woman, medium-dark skin tone, light skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F469 1F3FB
👩🏾‍❤️‍👩🏼,"couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FC
👩🏾‍❤‍👩🏼,"couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F469 1F3FC
👩🏾‍❤️‍👩🏽,"couple with heart: woman, woman, medium-dark skin tone, medium skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FD
👩🏾‍❤‍👩🏽,"couple with heart: woman, woman, medium-dark skin tone, medium skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F469 1F3FD
👩🏾‍❤️‍👩🏾,"couple with heart: woman, woman, medium-dark skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FE
👩🏾‍❤‍👩🏾,"couple with heart: woman, woman, medium-dark skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F469 1F3FE
👩🏾‍❤️‍👩🏿,"couple with heart: woman, woman, medium-dark skin tone, dark skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FF
👩🏾‍❤‍👩🏿,"couple with heart: woman, woman, medium-dark skin tone, dark skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F469 1F3FF
👩🏿‍❤️‍👩🏻,"couple with heart: woman, woman, dark skin tone, light skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FB
👩🏿‍❤‍👩🏻,"couple with heart: woman, woman, dark skin tone, light skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F469 1F3FB
👩🏿‍❤️‍👩🏼,"couple with heart: woman, woman, dark skin tone, medium-light skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FC
👩🏿‍❤‍👩🏼,"couple with heart: woman, woman, dark skin tone, medium-light skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F469 1F3FC
👩🏿‍❤️‍👩🏽,"couple with heart: woman, woman, dark skin tone, medium skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FD
👩🏿‍❤‍👩🏽,"couple with heart: woman, woman, dark skin tone, medium skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F469 1F3FD
👩🏿‍❤️‍👩🏾,"couple with heart: woman, woman, dark skin tone, medium-dark skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FE
👩🏿‍❤‍👩🏾,"couple with heart: woman, woman, dark skin tone, medium-dark skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F469 1F3FE
👩🏿‍❤️‍👩🏿,"couple with heart: woman, woman, dark skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FF
👩🏿‍❤‍👩🏿,"couple with heart: woman, woman, dark skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F469 1F3FF
👪,family People & Body,1F46A
👨‍👩‍👦,"family: man, woman, boy People & Body",1F468 200D 1F469 200D 1F466
👨‍👩‍👧,"family: man, woman, girl People & Body",1F468 200D 1F469 200D 1F467
👨‍👩‍👧‍👦,"family: man, woman, girl, boy People & Body",1F468 200D 1F469 200D 1F467 200D 1F466
👨‍👩‍👦‍👦,"family: man, woman, boy, boy People & Body",1F468 200D 1F469 200D 1F466 200D 1F466
👨‍👩‍👧‍👧,"family: man, woman, girl, girl People & Body",1F468 200D 1F469 200D 1F467 200D 1F467
👨‍👨‍👦,"family: man, man, boy People & Body",1F468 200D 1F468 200D 1F466
👨‍👨‍👧,"family: man, man, girl People & Body",1F468 200D 1F468 200D 1F467
👨‍👨‍👧‍👦,"family: man, man, girl, boy People & Body",1F468 200D 1F468 200D 1F467 200D 1F466
👨‍👨‍👦‍👦,"family: man, man, boy, boy People & Body",1F468 200D 1F468 200D 1F466 200D 1F466
👨‍👨‍👧‍👧,"family: man, man, girl, girl People & Body",1F468 200D 1F468 200D 1F467 200D 1F467
👩‍👩‍👦,"family: woman, woman, boy People & Body",1F469 200D 1F469 200D 1F466
👩‍👩‍👧,"family: woman, woman, girl People & Body",1F469 200D 1F469 200D 1F467
👩‍👩‍👧‍👦,"family: woman, woman, girl, boy People & Body",1F469 200D 1F469 200D 1F467 200D 1F466
👩‍👩‍👦‍👦,"family: woman, woman, boy, boy People & Body",1F469 200D 1F469 200D 1F466 200D 1F466
👩‍👩‍👧‍👧,"family: woman, woman, girl, girl People & Body",1F469 200D 1F469 200D 1F467 200D 1F467
👨‍👦,"family: man, boy People & Body",1F468 200D 1F466
👨‍👦‍👦,"family: man, boy, boy People & Body",1F468 200D 1F466 200D 1F466
👨‍👧,"family: man, girl People & Body",1F468 200D 1F467
👨‍👧‍👦,"family: man, girl, boy People & Body",1F468 200D 1F467 200D 1F466
👨‍👧‍👧,"family: man, girl, girl People & Body",1F468 200D 1F467 200D 1F467
👩‍👦,"family: woman, boy People & Body",1F469 200D 1F466
👩‍👦‍👦,"family: woman, boy, boy People & Body",1F469 200D 1F466 200D 1F466
👩‍👧,"family: woman, girl People & Body",1F469 200D 1F467
👩‍👧‍👦,"family: woman, girl, boy People & Body",1F469 200D 1F467 200D 1F466
👩‍👧‍👧,"family: woman, girl, girl People & Body",1F469 200D 1F467 200D 1F467
🗣️,speaking head People & Body,1F5E3 FE0F
🗣,speaking head People & Body,1F5E3
👤,bust in silhouette People & Body,1F464
👥,busts in silhouette People & Body,1F465
🫂,people hugging People & Body,1FAC2
👣,footprints People & Body,1F463
🐵,monkey face Animals & Nature,1F435
🐒,monkey Animals & Nature,1F412
🦍,gorilla Animals & Nature,1F98D
🦧,orangutan Animals & Nature,1F9A7
🐶,dog face Animals & Nature,1F436
🐕,dog Animals & Nature,1F415
🦮,guide dog Animals & Nature,1F9AE
🐕‍🦺,service dog Animals & Nature,1F415 200D 1F9BA
🐩,poodle Animals & Nature,1F429
🐺,wolf Animals & Nature,1F43A
🦊,fox Animals & Nature,1F98A
🦝,raccoon Animals & Nature,1F99D
🐱,cat face Animals & Nature,1F431
🐈,cat Animals & Nature,1F408
🐈‍⬛,black cat Animals & Nature,1F408 200D 2B1B
🦁,lion Animals & Nature,1F981
🐯,tiger face Animals & Nature,1F42F
🐅,tiger Animals & Nature,1F405
🐆,leopard Animals & Nature,1F406
🐴,horse face Animals & Nature,1F434
🫎,moose Animals & Nature,1FACE
🫏,donkey Animals & Nature,1FACF
🐎,horse Animals & Nature,1F40E
🦄,unicorn Animals & Nature,1F984
🦓,zebra Animals & Nature,1F993
🦌,deer Animals & Nature,1F98C
🦬,bison Animals & Nature,1F9AC
🐮,cow face Animals & Nature,1F42E
🐂,ox Animals & Nature,1F402
🐃,water buffalo Animals & Nature,1F403
🐄,cow Animals & Nature,1F404
🐷,pig face Animals & Nature,1F437
🐖,pig Animals & Nature,1F416
🐗,boar Animals & Nature,1F417
🐽,pig nose Animals & Nature,1F43D
🐏,ram Animals & Nature,1F40F
🐑,ewe Animals & Nature,1F411
🐐,goat Animals & Nature,1F410
🐪,camel Animals & Nature,1F42A
🐫,two-hump camel Animals & Nature,1F42B
🦙,llama Animals & Nature,1F999
🦒,giraffe Animals & Nature,1F992
🐘,elephant Animals & Nature,1F418
🦣,mammoth Animals & Nature,1F9A3
🦏,rhinoceros Animals & Nature,1F98F
🦛,hippopotamus Animals & Nature,1F99B
🐭,mouse face Animals & Nature,1F42D
🐁,mouse Animals & Nature,1F401
🐀,rat Animals & Nature,1F400
🐹,hamster Animals & Nature,1F439
🐰,rabbit face Animals & Nature,1F430
🐇,rabbit Animals & Nature,1F407
🐿️,chipmunk Animals & Nature,1F43F FE0F
🐿,chipmunk Animals & Nature,1F43F
🦫,beaver Animals & Nature,1F9AB
🦔,hedgehog Animals & Nature,1F994
🦇,bat Animals & Nature,1F987
🐻,bear Animals & Nature,1F43B
🐻‍❄️,polar bear Animals & Nature,1F43B 200D 2744 FE0F
🐻‍❄,polar bear Animals & Nature,1F43B 200D 2744
🐨,koala Animals & Nature,1F428
🐼,panda Animals & Nature,1F43C
🦥,sloth Animals & Nature,1F9A5
🦦,otter Animals & Nature,1F9A6
🦨,skunk Animals & Nature,1F9A8
🦘,kangaroo Animals & Nature,1F998
🦡,badger Animals & Nature,1F9A1
🐾,paw prints Animals & Nature,1F43E
🦃,turkey Animals & Nature,1F983
🐔,chicken Animals & Nature,1F414
🐓,rooster Animals & Nature,1F413
🐣,hatching chick Animals & Nature,1F423
🐤,baby chick Animals & Nature,1F424
🐥,front-facing baby chick Animals & Nature,1F425
🐦,bird Animals & Nature,1F426
🐧,penguin Animals & Nature,1F427
🕊️,dove Animals & Nature,1F54A FE0F
🕊,dove Animals & Nature,1F54A
🦅,eagle Animals & Nature,1F985
🦆,duck Animals & Nature,1F986
🦢,swan Animals & Nature,1F9A2
🦉,owl Animals & Nature,1F989
🦤,dodo Animals & Nature,1F9A4
🪶,feather Animals & Nature,1FAB6
🦩,flamingo Animals & Nature,1F9A9
🦚,peacock Animals & Nature,1F99A
🦜,parrot Animals & Nature,1F99C
🪽,wing Animals & Nature,1FABD
🐦‍⬛,black bird Animals & Nature,1F426 200D 2B1B
🪿,goose Animals & Nature,1FABF
🐸,frog Animals & Nature,1F438
🐊,crocodile Animals & Nature,1F40A
🐢,turtle Animals & Nature,1F422
🦎,lizard Animals & Nature,1F98E
🐍,snake Animals & Nature,1F40D
🐲,dragon face Animals & Nature,1F432
🐉,dragon Animals & Nature,1F409
🦕,sauropod Animals & Nature,1F995
🦖,T-Rex Animals & Nature,1F996
🐳,spouting whale Animals & Nature,1F433
🐋,whale Animals & Nature,1F40B
🐬,dolphin Animals & Nature,1F42C
🦭,seal Animals & Nature,1F9AD
🐟,fish Animals & Nature,1F41F
🐠,tropical fish Animals & Nature,1F420
🐡,blowfish Animals & Nature,1F421
🦈,shark Animals & Nature,1F988
🐙,octopus Animals & Nature,1F419
🐚,spiral shell Animals & Nature,1F41A
🪸,coral Animals & Nature,1FAB8
🪼,jellyfish Animals & Nature,1FABC
